borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
Manhattan,18.545814033416985,2.8130044228238065,3.452248449317731,Computer Science,1,1,1,1,0,P
Outside NYC,24.331665299013316,2.793053490588912,5.34189846219884,Computer Information Systems,1,1,0,1,0,P
Outside NYC,26.43957802761887,3.901396355114502,5.765103215804532,Computer Information Systems,1,0,0,1,1,P
Queens,25.564030775043335,2.57009646289743,2.1059006716673574,Computer Information Systems,1,0,1,1,0,P
Outside NYC,19.82776394787225,3.6459362186960016,3.1932501996377436,Computer Information Systems,1,0,1,0,0,P
Manhattan,29.580782900566764,3.2522688599967235,-1.407573172654084,Computer Science,1,0,1,1,1,P
Manhattan,23.48964604491544,2.71247196009081,11.419387678022606,Computer Science,1,1,1,1,1,P
Outside NYC,18.837605493032882,3.980246197560083,12.71538880438265,Computer Information Systems,0,1,1,1,1,P
Bronx,21.423459050422412,2.9895108563809045,4.901102514018347,Computer Science,0,1,1,0,0,P
Manhattan,22.120705132376546,3.798939540965432,1.9237531586670231,Computer Science,1,1,1,1,0,P
Queens,25.900419669435998,3.0449519721586777,1.6557236646633369,Computer Information Systems,1,1,1,0,0,P
Outside NYC,23.53331065379718,3.0241797423327457,10.690172248770493,Computer Information Systems,1,1,0,1,1,P
Outside NYC,20.52675324918921,2.5953484740919546,5.504310514832341,Computer Information Systems,0,1,1,1,1,P
Outside NYC,20.670031186525563,3.026960196061998,6.518550605689532,Computer Science,0,1,1,0,0,P
Brooklyn,23.907274574270325,3.3209794026435295,11.386273444705646,Computer Information Systems,1,1,0,1,1,P
Outside NYC,25.67571173580929,3.662696618204461,5.430984542466766,Computer Information Systems,0,1,0,1,1,P
Brooklyn,26.294635868216638,2.324474771459349,-0.7996661392140583,Computer Information Systems,1,1,1,1,0,P
Brooklyn,24.914524963753482,3.7590055840499295,4.957222666918243,Computer Information Systems,1,1,1,1,1,P
Outside NYC,22.11541686033828,2.657634860282306,10.347180900373207,Computer Information Systems,0,1,1,1,0,P
Outside NYC,25.714183273672194,2.210436920692342,5.666362485135852,Computer Information Systems,1,1,1,0,1,P
Manhattan,22.667832648570723,1.925162589130067,0.5210415477101273,Computer Information Systems,1,0,1,1,0,P
Queens,27.84418332953861,3.032241067667312,13.528928005985616,Computer Science,1,0,1,1,0,P
Bronx,23.650051808891924,1.990583064842817,6.533651633589127,Computer Science,1,1,1,1,1,P
Brooklyn,24.260401636360235,2.7389915630616986,10.011605040116116,Computer Information Systems,1,1,0,1,1,P
Outside NYC,23.82466320949944,2.3809181252584244,4.8741269774430265,Computer Information Systems,1,1,0,1,0,P
Outside NYC,22.41973284533658,2.5488318220030752,15.359522056135773,Computer Science,0,1,1,1,1,P
Brooklyn,21.34458329103323,2.880720771064729,18.163440661619905,Computer Information Systems,1,0,1,1,0,P
Outside NYC,25.839272544222514,2.867537473237615,3.7174035854839174,Computer Information Systems,1,1,0,1,0,P
Brooklyn,23.429177799679632,3.226269742955678,-3.2438557863185924,Computer Information Systems,1,1,0,1,1,P
Brooklyn,23.184358883817183,2.0462727105245118,8.625802954951814,Computer Information Systems,1,0,1,0,0,P
Manhattan,21.424567498159394,2.1366433755767478,6.57475907508734,Computer Information Systems,1,0,1,1,0,P
Outside NYC,24.58871144899442,2.97530542688873,8.767786855152888,Computer Information Systems,1,0,1,1,1,P
Bronx,25.594857668152816,2.9629282836956015,1.2806598449732949,Computer Information Systems,1,0,1,0,1,P
Brooklyn,21.512610318332392,3.0850738248639176,4.6312782478473284,Computer Science,1,1,1,1,1,P
Outside NYC,21.78339371498954,3.510188193301622,8.482521827036436,Computer Information Systems,0,1,1,1,1,P
Bronx,19.289826442343077,3.6830802008027774,-0.22072789255906233,Computer Information Systems,1,1,0,1,0,P
Brooklyn,28.44768661261531,3.177463491436993,1.4276576692773348,Computer Science,0,0,0,0,0,P
Outside NYC,18.80858075703077,2.5104294034923695,9.031544897681222,Computer Information Systems,1,1,1,1,1,P
Brooklyn,16.6295296431429,2.464935228862206,5.272345816368618,Computer Science,0,0,1,1,0,P
Outside NYC,23.361556626402294,3.1483866263702613,6.162163932415325,Computer Science,1,0,0,1,1,P
Queens,28.53126461465035,3.9866554810740973,-0.9072892668428754,Computer Science,1,1,0,1,1,P
Outside NYC,24.011182988678794,3.461528528499579,-4.378958834477729,Computer Science,0,1,1,1,1,P
Brooklyn,20.90527117905215,2.864200055391348,1.8219343649686168,Computer Information Systems,1,1,0,1,1,P
Bronx,16.12572208250402,3.3653305987524953,2.0442570448947546,Computer Information Systems,0,1,1,1,1,P
Bronx,16.942744967842035,2.2802612120300516,11.519174302163584,Computer Information Systems,1,0,0,1,1,P
Brooklyn,16.906796045163226,2.9818828969664772,14.404160605997212,Computer Information Systems,1,1,1,1,1,P
Outside NYC,20.104826074923054,2.536616778743497,-0.38649452293499564,Computer Science,0,0,0,0,1,P
Outside NYC,30.378824589910305,2.897988072718938,-0.6461752577598849,Computer Information Systems,0,0,0,1,1,P
Outside NYC,21.45502888704387,2.6205605131199436,5.777558240461374,Computer Information Systems,1,1,0,1,0,P
Bronx,23.917890039901806,3.4322843031296237,4.068147283591577,Computer Information Systems,1,1,1,1,1,P
Outside NYC,28.01620559828263,2.334446516563791,4.4067689141991195,Computer Information Systems,1,0,1,0,1,P
Outside NYC,29.14442615524709,3.3175312863153894,4.067927417931328,Computer Information Systems,0,1,1,1,1,P
Bronx,18.827416965921955,3.057292926099571,2.2303813209069303,Computer Science,1,1,1,1,1,P
Manhattan,28.750252217228567,2.909583956832958,3.9214146761321005,Computer Information Systems,1,0,1,0,1,P
Staten Island,30.259712385213536,3.7787646147087477,-0.15535025728752672,Computer Information Systems,1,1,1,1,1,P
Queens,23.351126618235917,3.7080878879385515,11.945488357936892,Computer Information Systems,0,1,1,1,0,P
Bronx,24.188071473804264,2.3539171225520668,12.988231259736377,Computer Information Systems,1,1,0,0,0,P
Outside NYC,24.324544765046028,3.062098651595311,9.708733994913038,Computer Information Systems,1,0,1,1,0,P
Manhattan,25.040505319264753,2.586344386835529,3.7540594582409548,Computer Information Systems,0,0,1,1,0,P
Queens,19.64142840423394,3.4104020556860224,5.935289715657447,Computer Information Systems,1,0,1,0,1,P
Outside NYC,21.049913907946653,3.4100129801686583,2.781102158898788,Computer Information Systems,0,0,1,1,1,P
Outside NYC,27.032714921314504,3.107291880883599,10.18217878099908,Computer Information Systems,1,1,0,1,0,P
Outside NYC,17.76495027841206,3.294100939053392,7.40063569719315,Computer Science,1,1,1,1,1,P
Brooklyn,25.399746139914956,3.1046664021711337,3.059682550654363,Computer Science,0,0,1,1,0,P
Queens,28.464261886936896,2.6172125299364994,1.1166082949160456,Computer Information Systems,1,0,1,0,1,P
Manhattan,17.131133758890265,2.750216668439802,2.3565332278850177,Computer Information Systems,1,0,0,1,1,P
Bronx,26.915343500160862,2.9900160267019236,6.27049994004124,Computer Science,1,1,0,0,0,P
Manhattan,19.528533121532607,3.52434621331807,3.701452717195443,Computer Science,1,1,0,0,0,P
Outside NYC,26.746095832584345,2.3619177637680715,0.3557236205096297,Computer Science,1,1,1,1,0,P
Manhattan,21.175322986703254,3.624345151730644,0.01693033237757735,Computer Information Systems,1,0,1,1,0,P
Bronx,25.21214738344247,3.3468871044806723,1.8501042883248822,Computer Information Systems,0,0,1,1,0,P
Queens,22.98883227047583,2.9152758728760695,0.7539478524794418,Computer Information Systems,1,1,1,0,1,P
Outside NYC,19.658580221847526,2.185913835509754,4.51793317869536,Computer Information Systems,1,1,1,1,0,P
Brooklyn,20.542370136603182,2.62889586926053,7.041415272417073,Computer Information Systems,1,1,1,1,1,P
Queens,26.60252552862496,2.5697536322111523,8.157046942069407,Computer Science,1,0,1,1,1,P
Queens,27.919806836547,3.097780094639394,7.328169563985837,Computer Information Systems,1,0,1,1,1,P
Outside NYC,23.749025348937796,2.303191598659496,6.619176633029558,Computer Information Systems,0,1,1,1,1,P
Staten Island,15.780748302948128,3.0430057625683715,4.748382079740264,Computer Science,1,0,0,1,1,P
Queens,22.551060721023774,2.283000832165876,8.35491808905146,Computer Science,1,1,0,0,1,P
Bronx,25.68761322108048,2.316211104444599,0.977592105093362,Computer Information Systems,1,1,0,1,1,P
Bronx,22.111495986080758,2.940778629970979,10.21139504847078,Computer Science,0,1,1,1,1,P
Brooklyn,25.36780330540238,3.2230401426843143,10.03805048616723,Computer Information Systems,1,0,0,1,0,P
Bronx,32.26494822998652,2.6966745634989095,13.547775514523572,Computer Information Systems,1,0,1,1,1,P
Outside NYC,31.680994579395488,1.7606426831481967,8.032766421814454,Computer Information Systems,1,0,1,0,0,P
Bronx,24.70312780700029,2.907853784281299,1.1818146978391724,Computer Information Systems,1,1,1,0,1,P
Brooklyn,22.897712468431525,4.0228750847792005,7.485533411646841,Computer Information Systems,0,1,1,1,0,P
Outside NYC,23.196994787405753,3.6483881814705272,2.014698837621181,Computer Science,0,1,1,1,0,P
Queens,18.994924041052975,2.786025314033054,3.329636959424343,Computer Information Systems,1,1,1,1,0,P
Bronx,20.38598055436345,2.247789567124588,7.657886947606681,Computer Information Systems,1,1,1,1,0,P
Outside NYC,27.29750698031016,2.6548896072897166,1.5270234323500844,Computer Information Systems,0,1,1,0,0,P
Brooklyn,30.2552853685384,3.593508982452035,8.411683572087455,Computer Science,0,1,1,0,0,P
Outside NYC,23.952292833848603,3.8135534049980593,4.013099212519684,Computer Information Systems,1,1,1,1,1,P
Manhattan,29.696896983190747,2.7943226847673026,9.851618208787572,Computer Information Systems,1,0,1,1,0,P
Bronx,23.502993816857316,3.0050183232334797,11.724763888082723,Computer Information Systems,0,1,1,0,0,P
Outside NYC,20.623147833788927,3.6477945008156634,7.670455243179434,Computer Science,1,1,0,1,1,P
Queens,19.276798312619235,3.5384835664072787,9.900789020832754,Computer Science,1,0,1,1,1,P
Brooklyn,25.260214417090413,2.859739697213442,10.793612592432027,Computer Science,1,1,1,1,1,P
Outside NYC,28.503816988293664,3.4619402371445434,12.30610412699036,Computer Science,1,0,1,0,1,P
Brooklyn,28.11637012793436,2.7394383802622007,5.810543531405242,Computer Information Systems,1,1,0,1,0,P
Queens,28.282946191888772,3.2155033066013727,7.6290042256709825,Computer Information Systems,1,1,1,1,1,P
Outside NYC,23.99711417482176,3.4562898149627723,7.363616392081858,Computer Information Systems,0,0,1,1,0,P
Brooklyn,24.69871916440036,3.225251548423623,7.222310349923149,Computer Science,1,1,1,0,0,P
Manhattan,23.213700530866433,2.2217597734109935,-1.4085580394684891,Computer Science,0,1,0,1,1,P
Queens,18.44589888295501,2.5596881257663746,2.371173808870342,Computer Information Systems,1,0,1,1,1,P
Bronx,26.765906342041948,3.209780839648508,10.031830431341298,Computer Science,1,0,0,1,1,P
Outside NYC,26.570434032570166,2.9142312597739277,9.341374238454506,Computer Science,1,1,1,1,1,P
Outside NYC,30.890648166934458,1.9489828564146952,7.476735316324369,Computer Science,1,1,0,1,0,P
Manhattan,17.41378708974896,2.5553559524004004,13.596893807017816,Computer Science,0,1,0,1,1,P
Outside NYC,19.313753152283752,2.6707282734578937,6.372865630639328,Computer Science,0,0,1,1,1,P
Outside NYC,23.507843133279426,3.509430688410441,5.164834874680134,Computer Information Systems,1,0,0,1,1,P
Manhattan,14.576539691176801,4.1103754830155195,7.300389949175933,Computer Information Systems,1,1,1,1,1,P
Bronx,18.180630998401657,3.5709577260496346,2.842105116692425,Computer Information Systems,1,1,0,1,0,P
Staten Island,19.369158161673646,2.7674501159212936,5.588374849078249,Computer Information Systems,1,1,1,1,1,P
Brooklyn,25.445229202077957,2.2261979861051118,2.506389575978323,Computer Information Systems,1,1,0,1,1,P
Outside NYC,21.344689556014497,2.934769180138247,15.724608962861204,Computer Information Systems,0,1,1,1,0,P
Brooklyn,21.756114816975032,2.061208365441434,9.05626021186133,Computer Information Systems,1,1,1,1,0,P
Manhattan,23.799008573376383,2.7223725959565734,7.687318193225556,Computer Information Systems,0,1,0,1,1,P
Queens,18.740647643405566,1.5019197739985064,-1.6032124296633476,Computer Information Systems,1,1,1,1,0,P
Queens,25.505014724343233,1.4850486064365371,3.709325547029437,Computer Information Systems,0,1,1,1,1,P
Brooklyn,24.79304109850414,3.9064358005757187,4.278504099810288,Computer Science,1,1,1,1,0,P
Queens,22.98563218540441,3.0130946437001835,15.138914090730497,Computer Information Systems,1,0,1,1,1,P
Brooklyn,18.25234248047029,2.2867686246257533,8.224633193394041,Computer Information Systems,0,1,0,1,0,P
Outside NYC,25.806705712325368,2.7545676157958137,4.636504690657267,Computer Science,0,1,1,1,0,P
Bronx,28.464422698602576,2.6780835652023716,5.914806075441525,Computer Information Systems,0,1,1,1,1,P
Outside NYC,17.673034550906756,3.467777349527007,1.738508506484064,Computer Science,1,0,1,1,1,P
Staten Island,26.68583069812653,2.886599127764616,2.4338367740133173,Computer Information Systems,1,1,1,1,0,P
Outside NYC,26.538467327483986,3.352008195425317,3.565883027359266,Computer Information Systems,1,0,1,1,1,P
Queens,17.889592019747973,3.863139496940488,10.468810848166859,Computer Information Systems,1,1,0,0,1,P
Queens,21.223665570295623,3.266297172266653,9.63716496832672,Computer Information Systems,1,1,1,1,0,P
Brooklyn,18.792380256327686,2.5985486906438124,11.786788958076464,Computer Information Systems,0,0,1,1,0,P
Manhattan,27.071626596254937,2.788902773527562,10.129008599948556,Computer Information Systems,1,0,1,1,1,P
Outside NYC,26.57095204230685,2.9398541889359358,6.4899493855612045,Computer Science,1,1,1,1,0,P
Queens,22.49012116063198,2.7520466599637867,6.47386395246697,Computer Information Systems,1,1,0,1,1,P
Manhattan,23.73118206211179,3.061020912742205,6.4297868012892785,Computer Information Systems,1,1,1,1,1,P
Outside NYC,18.27596354478601,3.00055112338107,4.845243966817552,Computer Information Systems,1,0,1,1,1,P
Bronx,21.285706832085232,3.114977949802582,7.1658308217568125,Computer Science,1,1,0,1,0,P
Staten Island,18.864015447711544,2.8200914183249415,6.695335212239223,Computer Information Systems,1,0,0,0,1,P
Bronx,19.78510649352959,2.9387649461084004,5.967559203041281,Computer Information Systems,1,1,0,1,1,P
Outside NYC,22.02520095106517,2.969025581830821,10.273907188538724,Computer Information Systems,1,1,1,1,0,P
Brooklyn,27.896608834421023,3.4212215883797414,7.052245273164349,Computer Information Systems,1,1,1,1,1,P
Staten Island,20.87032562696892,3.7750602893814573,6.517535330288449,Computer Information Systems,1,1,1,1,0,P
Bronx,28.988009839380673,2.378441188919111,11.786284269236202,Computer Information Systems,1,1,1,1,0,P
Manhattan,19.876807013292996,3.2827819590622287,-0.228727915817875,Computer Information Systems,1,1,0,1,1,P
Bronx,31.78721092382218,2.1154772917512026,6.545615211074915,Computer Information Systems,1,0,1,1,1,P
Outside NYC,30.32033025946798,3.0995896627905006,2.7679228806356733,Computer Information Systems,0,1,0,1,1,P
Outside NYC,21.82823486495519,2.656578406242747,8.052587695665434,Computer Information Systems,0,1,0,0,0,P
Outside NYC,26.237091328887804,2.4872014569658614,-0.05482895868097604,Computer Information Systems,1,1,1,1,0,P
Outside NYC,14.387076442918959,3.173886390317396,10.377671751359156,Computer Information Systems,1,1,0,0,1,P
Outside NYC,18.41579186146165,3.758366133768945,5.939343405898766,Computer Science,1,0,1,1,1,P
Bronx,18.448528789123337,3.1086690012046563,10.213751237347042,Computer Information Systems,1,1,0,1,1,P
Queens,16.71123223495588,3.2724812556824387,9.842597609778412,Computer Science,1,1,1,1,0,P
Manhattan,27.970794126713542,2.449401606650778,6.953220231988915,Computer Science,1,0,0,1,1,P
Queens,22.131795944087568,2.02958857317104,4.203512651433571,Computer Information Systems,1,0,1,1,0,P
Queens,19.443307386730194,3.9243485504472906,15.19383631048209,Computer Information Systems,1,0,1,1,0,P
Bronx,25.00135172745076,3.0779110346781193,10.858374948811957,Computer Science,1,1,0,1,0,P
Brooklyn,20.849806543106535,3.236923700261454,1.6439879440270602,Computer Information Systems,1,1,1,1,0,P
Outside NYC,28.31851423026462,2.7089671404751026,10.694442319892708,Computer Information Systems,1,0,0,1,0,P
Bronx,20.78998913881328,2.008318515313095,8.243650118613694,Computer Science,1,1,1,1,0,P
Brooklyn,23.418602031127257,2.8885423864157973,5.701495476747542,Computer Information Systems,1,1,0,1,1,P
Queens,24.144908979207255,2.5335811028737556,9.214833372966515,Computer Information Systems,1,0,0,1,0,P
Outside NYC,24.844661982873212,2.914242889788496,9.954375412698194,Computer Information Systems,0,1,1,1,0,P
Outside NYC,24.019167135127898,4.295428497024725,10.26486480240365,Computer Information Systems,0,1,1,1,1,P
Outside NYC,30.825436233670498,3.52319624400269,10.320267723966516,Computer Science,1,0,1,1,1,P
Bronx,24.17412429426747,3.8236736365177846,6.541793879586799,Computer Information Systems,1,1,1,1,1,P
Manhattan,25.115741582192967,3.3600181231235204,5.384998486574327,Computer Science,1,0,0,1,0,P
Bronx,25.0476704687689,3.39156071811104,12.417803746028957,Computer Information Systems,1,1,0,1,1,P
Brooklyn,29.29021142459068,2.4663308854257355,4.881379009012105,Computer Information Systems,1,1,0,1,0,P
