,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
259,Manhattan,19.906022318551024,3.1400715051420924,17.439186589626004,Computer Science,0,0,0,0,1,P
260,Outside NYC,19.902201747476525,3.773539803869181,-1.0712528348090053,Computer Information Systems,1,1,0,0,1,P
261,Outside NYC,29.882004836937636,4.133622163367689,16.609909149561783,Computer Information Systems,0,0,1,1,1,P
262,Outside NYC,22.859332343597952,3.4052636610664395,-0.6233272483464622,Computer Information Systems,1,1,1,1,1,P
263,Brooklyn,20.909141525959758,2.6887079651208756,10.258927200673153,Computer Information Systems,1,1,0,1,1,P
264,Outside NYC,18.486071047605662,3.3022289521230905,4.452843350022849,Computer Information Systems,0,1,0,0,0,P
265,Outside NYC,17.864222920240096,2.595394935707306,1.058812411479309,Computer Information Systems,1,1,1,1,1,P
266,Brooklyn,21.988234957194926,2.6762777077003204,5.112978889423445,Computer Information Systems,1,1,0,1,1,P
267,Outside NYC,29.823931069119574,3.1085934249473226,6.273979540764692,Computer Science,1,1,0,1,1,P
268,Brooklyn,24.998615884580808,3.474298297787455,6.888453820575846,Computer Science,0,0,0,0,0,P
269,Queens,26.127508275177064,3.874302393429364,19.741584125927922,Computer Information Systems,0,1,1,1,0,P
270,Manhattan,22.423655987663363,2.256226205527938,8.793438867813645,Computer Information Systems,0,1,1,1,0,P
271,Outside NYC,33.67257450237612,2.4025446728027084,0.40375319392343734,Computer Information Systems,1,0,1,1,0,P
272,Brooklyn,22.626455461659067,3.0474952851068458,1.353919549408909,Computer Information Systems,1,1,0,1,1,P
273,Bronx,20.639715700291106,2.876589240690555,4.799321627246365,Computer Information Systems,1,0,1,1,1,P
274,Bronx,30.24158287639719,2.8549044035273186,4.939648480767835,Computer Science,1,1,0,1,0,P
275,Brooklyn,17.825040244473946,4.328777124920968,1.7774021866586134,Computer Information Systems,0,1,1,0,0,P
276,Brooklyn,23.158143660681926,3.1200462543622716,-1.8464211459124469,Computer Information Systems,1,1,1,1,1,P
277,Outside NYC,22.683535330932653,4.333580493509709,-0.7510762136347822,Computer Information Systems,0,1,0,0,0,P
278,Bronx,22.496868150578315,3.3465364595379734,11.384968589059817,Computer Information Systems,0,0,1,1,0,P
279,Outside NYC,22.494481310849036,3.3962253505607656,14.239268195784877,Computer Information Systems,0,0,0,0,1,P
280,Manhattan,19.678008725060547,2.6867252118531892,8.14233948478892,Computer Information Systems,1,0,1,0,1,P
281,Outside NYC,15.161043414272921,2.6987122485643473,8.179831778507141,Computer Science,0,0,0,1,0,P
282,Outside NYC,20.11403262222778,2.7626502604938157,4.423635806617442,Computer Information Systems,0,1,1,1,0,P
283,Outside NYC,24.384027925014124,2.6204439705201494,4.900526760230496,Computer Information Systems,1,1,0,1,0,P
284,Outside NYC,22.161390711948574,2.906686449417118,7.6582492179994395,Computer Information Systems,1,0,1,1,0,P
285,Queens,20.64806062194022,3.1197460908164873,0.6033940274190153,Computer Information Systems,0,1,1,1,0,P
286,Brooklyn,26.17058173199285,2.9932414742494964,15.383480955151711,Computer Information Systems,1,1,0,0,1,P
287,Outside NYC,25.66171486928787,2.381677441284674,9.577612915869608,Computer Information Systems,1,0,1,1,1,P
288,Brooklyn,25.412755823059037,1.7872133521664628,11.362397539734193,Computer Information Systems,0,1,1,0,0,P
289,Outside NYC,23.885595576057394,4.6406232938921175,13.249228645852845,Computer Information Systems,1,1,1,1,1,P
290,Outside NYC,24.022184166925022,2.584419311008058,7.040935837769161,Computer Information Systems,0,1,1,1,0,P
291,Outside NYC,23.13290498792987,3.6347996355472434,16.414643381796232,Computer Science,0,1,0,1,1,P
292,Queens,23.728387606762972,2.6157522445664267,18.881365840571053,Computer Science,0,1,1,0,0,P
293,Brooklyn,21.019847138995768,3.6902621166533383,3.549491442498568,Computer Information Systems,1,1,1,1,0,P
294,Queens,16.47863881621346,3.1097984677552133,11.331903758886419,Computer Information Systems,1,1,0,1,0,P
295,Outside NYC,25.264920038904744,2.8325013432403976,2.553845977917321,Computer Science,1,1,1,1,1,P
296,Outside NYC,24.198284744090063,3.5606878462328373,3.7610052049383422,Computer Information Systems,0,0,1,0,0,P
297,Brooklyn,25.146222751596607,2.1106669652543473,-2.313351581052226,Computer Science,0,1,1,1,1,P
298,Brooklyn,27.227508180413004,4.443057562528921,8.131460695905606,Computer Information Systems,1,1,1,1,1,P
299,Staten Island,27.243961835466145,2.8585147357435368,2.849202002287833,Computer Science,1,1,0,1,1,P
300,Outside NYC,22.84378188237184,3.71473246366004,7.897724816169194,Computer Information Systems,1,0,1,1,0,P
301,Outside NYC,29.594833265611445,2.421796494368566,2.819678750453462,Computer Information Systems,1,0,0,0,0,P
302,Queens,22.386220045624555,2.826525329703025,11.54741678979295,Computer Science,0,1,0,1,1,P
303,Queens,29.520680603662143,1.7543997343075162,11.035874643587501,Computer Information Systems,1,0,0,1,0,P
304,Queens,22.495723929270188,2.5133358322755806,10.83344295670273,Computer Information Systems,1,1,0,1,1,P
305,Bronx,22.226593237037463,1.9842682262743494,1.5298404299799024,Computer Information Systems,1,1,1,0,0,P
306,Queens,20.05837812030549,3.261908914668009,14.785408113345314,Computer Science,0,0,1,1,1,P
307,Brooklyn,28.18937907541326,3.1679961941305375,5.108234045147486,Computer Information Systems,0,1,1,1,0,P
308,Manhattan,26.179161476940067,3.2088677829227508,5.950060248223997,Computer Information Systems,1,1,0,1,0,P
309,Manhattan,19.964357452681156,3.163979717786299,-7.42853552492938,Computer Information Systems,0,1,1,1,0,P
310,Manhattan,24.865888049584825,2.719953760799964,4.39693394048968,Computer Information Systems,1,1,0,0,1,P
311,Bronx,26.9174325733512,2.643075936653166,10.031674112519788,Computer Science,1,0,0,1,1,P
312,Outside NYC,23.928994458500384,2.0362177204813694,3.997710019262144,Computer Information Systems,0,1,1,1,1,P
313,Outside NYC,18.457902589581703,2.4284759133741436,8.660548013108755,Computer Information Systems,0,0,0,0,1,P
314,Manhattan,17.208010887360206,3.362982446324378,-0.03963214233480539,Computer Science,0,1,0,1,1,P
315,Outside NYC,21.19940113800283,2.729297035106049,2.769895127105294,Computer Information Systems,1,0,1,1,0,P
316,Outside NYC,25.05147111145926,3.700487391981068,12.104558317730252,Computer Information Systems,1,1,0,0,0,P
317,Brooklyn,21.535216466315006,3.1719529271380407,11.433989987908502,Computer Information Systems,1,1,0,1,0,P
318,Bronx,21.4020556964262,2.826800249899824,0.2593776453302157,Computer Information Systems,1,1,1,1,1,P
319,Queens,21.84560896809436,3.1135645500091416,4.087862682357463,Computer Information Systems,0,0,1,1,1,P
320,Brooklyn,24.47710365846313,3.145842863319779,2.61963122864758,Computer Information Systems,1,1,1,1,0,P
321,Outside NYC,27.00868682353266,3.199902238894835,7.0716218026720705,Computer Science,1,1,0,0,0,P
322,Outside NYC,25.54889275367691,3.7141515458377103,6.611682525728642,Computer Information Systems,1,1,1,0,0,P
323,Queens,24.42089239802064,3.043628258675157,2.8176315642353815,Computer Science,1,1,1,0,0,P
324,Queens,25.923187518714297,2.5211880878639903,11.004239614177157,Computer Science,0,1,1,0,1,P
325,Staten Island,25.31821526369686,2.558356793965461,15.832792681160003,Computer Information Systems,1,0,0,0,0,P
326,Outside NYC,23.505608850203735,3.1467651912350085,11.141847417477674,Computer Information Systems,1,0,0,1,1,P
327,Manhattan,28.217540027525054,2.543468198023691,4.561290016978791,Computer Information Systems,1,1,1,1,1,P
328,Outside NYC,27.248797546464328,3.354078432194072,9.072753988833279,Computer Information Systems,0,1,1,0,1,P
329,Outside NYC,20.641448796355494,3.4362038389913794,4.024382926192738,Computer Information Systems,1,1,0,0,0,P
330,Manhattan,18.105445799005658,1.9141843337957665,11.052347293753195,Computer Information Systems,1,1,1,1,0,P
331,Bronx,24.133051321306006,3.6676683177810143,9.31777298152117,Computer Science,1,0,1,0,1,P
332,Queens,21.454496396725027,3.5650953726625465,12.92140112945984,Computer Information Systems,1,1,1,1,0,P
333,Queens,25.309140987311444,3.476008491713728,7.004561984496631,Computer Information Systems,0,1,0,0,1,P
334,Outside NYC,25.55438599949917,3.049398514028271,8.266115225704409,Computer Information Systems,0,1,0,1,0,P
335,Outside NYC,26.432715375607366,3.0476259353647093,6.241909181907362,Computer Information Systems,1,1,1,1,1,P
336,Queens,18.40468342099383,3.1330878165374885,5.306129701433135,Computer Information Systems,1,1,1,0,0,P
337,Brooklyn,23.526909168098367,2.3383042482075163,-0.9541837349550351,Computer Information Systems,0,1,1,1,1,P
338,Brooklyn,21.48007324874633,3.3563918851514316,-5.582146455080798,Computer Information Systems,1,1,0,0,1,P
339,Manhattan,19.88682870699661,3.1336226578887882,8.564246488998958,Computer Information Systems,1,0,1,1,1,P
340,Brooklyn,17.86147196224703,2.91404938219111,15.600957159432987,Computer Information Systems,1,0,0,1,0,P
341,Bronx,21.85616730324928,4.072796502660939,6.339000835200994,Computer Science,0,0,1,0,0,P
342,Brooklyn,25.521740931120117,4.419429523001596,6.54550443178111,Computer Information Systems,1,1,1,1,1,P
343,Bronx,19.25852216371579,2.1690288845973185,4.457100123222867,Computer Science,1,1,1,0,0,P
344,Outside NYC,27.63673032579629,2.8398625347518633,11.297537933801076,Computer Science,1,0,1,1,1,P
345,Brooklyn,21.978643816685818,2.772163084856496,3.2186209989536194,Computer Information Systems,1,1,1,1,0,P
346,Outside NYC,24.887151523630155,3.7863982647054577,3.485814438720895,Computer Information Systems,0,1,1,0,0,P
347,Outside NYC,21.85242176749463,2.8296367752369718,12.874893470045915,Computer Information Systems,1,1,1,1,1,P
348,Brooklyn,24.16659347923445,2.0289300436262603,15.770802220327766,Computer Science,1,1,0,1,0,P
349,Manhattan,24.363697878528864,2.2887476367336497,2.757578465598865,Computer Information Systems,0,1,1,1,1,P
350,Outside NYC,26.505484952720117,4.157122533212259,1.5708029203723681,Computer Information Systems,0,1,1,0,0,P
351,Manhattan,19.011744881211534,2.841993109916036,6.514565994389847,Computer Information Systems,0,1,1,1,0,P
352,Manhattan,23.838659871719262,3.16365502812623,10.143310178599942,Computer Information Systems,1,1,0,1,0,P
353,Manhattan,25.008745281569592,2.3068277662276304,12.11024443482313,Computer Information Systems,1,1,0,1,1,P
354,Queens,19.745845968396008,3.523955255438629,-0.9925205683821021,Computer Information Systems,1,0,0,0,1,P
355,Brooklyn,22.1529851594569,4.682067844558974,6.200531628720727,Computer Information Systems,0,1,0,0,0,P
356,Brooklyn,20.65086674916354,3.2940877615863613,9.48333147372814,Computer Information Systems,1,1,1,1,0,P
357,Brooklyn,27.595188588955438,3.538286792676826,-1.1732186292044489,Computer Information Systems,0,1,0,1,1,P
358,Brooklyn,25.46276107279622,2.3758232379457156,1.3414599606659285,Computer Information Systems,1,1,0,1,0,P
359,Outside NYC,27.460582993595185,3.6746001550432097,10.911879904087975,Computer Information Systems,1,1,0,1,1,P
360,Brooklyn,27.972392913510205,3.7584359194629404,-3.168157284769478,Computer Information Systems,0,1,1,1,0,P
361,Outside NYC,22.9258774921048,3.727855170269174,-1.3364019671522351,Computer Information Systems,1,0,1,0,0,P
362,Brooklyn,25.485493695092178,1.9510682999739901,5.475351873226681,Computer Information Systems,1,0,1,1,1,P
363,Outside NYC,18.323452018860905,3.1115111087277074,7.694909705825822,Computer Information Systems,1,1,1,1,0,P
364,Brooklyn,22.323789331328015,2.2379297119144312,3.869572429944209,Computer Information Systems,1,1,1,1,1,P
365,Staten Island,16.67479965998834,3.510568345599687,14.700133116779119,Computer Information Systems,1,1,1,0,1,P
366,Outside NYC,24.042720815916788,2.71188434420616,7.042742879814873,Computer Science,1,1,1,0,1,P
367,Manhattan,28.987561313015505,3.595478929184801,10.66127038236834,Computer Science,0,1,0,1,1,P
368,Outside NYC,32.83560981498817,4.239792324717808,5.6318003865252235,Computer Information Systems,1,0,0,1,0,P
369,Queens,25.681448544376146,3.657035061998301,10.311650529284517,Computer Information Systems,1,1,0,0,1,P
370,Manhattan,20.235611659625068,2.5092245919276497,8.69311347874143,Computer Information Systems,0,1,1,1,0,P
371,Manhattan,18.66155811635466,3.163333384200719,10.146795801377952,Computer Information Systems,1,0,0,1,1,P
372,Queens,26.4059345434248,2.827298280898232,1.5911435240651688,Computer Information Systems,1,1,1,1,1,P
373,Manhattan,23.893362519777938,2.9706982969178433,5.824399273021479,Computer Information Systems,1,1,1,1,0,P
374,Outside NYC,23.15001021971413,2.7497122755102055,4.025085950442147,Computer Information Systems,0,1,0,0,0,P
375,Outside NYC,20.481859652323916,2.319647068544556,6.856128621922141,Computer Information Systems,1,1,1,1,0,P
376,Queens,23.47965437148059,2.596786071287493,8.774061116136965,Computer Information Systems,1,0,1,1,0,P
377,Bronx,20.469211582838497,2.9827175167184805,6.016807021904092,Computer Information Systems,1,1,1,0,0,P
378,Brooklyn,27.335354271354937,1.906707808465065,14.280826982111032,Computer Information Systems,1,1,1,0,1,P
379,Bronx,24.676922677624933,3.0568620147666032,16.213357182726188,Computer Information Systems,1,0,1,1,0,P
380,Brooklyn,23.811164635553123,2.2752525248933133,6.768236471782637,Computer Information Systems,1,1,1,1,0,P
381,Staten Island,24.759795633515488,2.3806647753735977,5.50533502385443,Computer Information Systems,1,1,1,0,1,P
382,Outside NYC,26.626874445895968,3.3338136442318405,4.330515057016388,Computer Information Systems,1,1,1,1,1,P
383,Manhattan,26.454794709326137,4.671322748677063,5.74932504552191,Computer Information Systems,1,0,1,0,0,P
384,Brooklyn,24.865794204573387,3.5041084569381713,5.286896441288061,Computer Information Systems,1,1,0,0,0,P
385,Outside NYC,19.03268178013447,3.6485440656444244,1.6880706686231255,Computer Information Systems,0,1,0,1,1,P
386,Manhattan,25.0052653014796,3.4048075562037563,-2.6786483662027223,Computer Information Systems,1,1,0,1,0,P
387,Brooklyn,30.714587264581255,2.279686173323537,5.872626620891558,Computer Information Systems,1,1,0,0,0,P
388,Outside NYC,16.296138015945235,2.781725009517432,7.670531597027898,Computer Information Systems,1,1,1,0,0,P
389,Bronx,22.01559257170096,4.010574210836212,15.243681447342754,Computer Information Systems,1,0,1,1,1,P
390,Outside NYC,19.525815270631163,4.004840569378561,15.855057436209833,Computer Information Systems,0,0,1,0,0,P
391,Outside NYC,25.521629802920522,3.774109979898181,7.064585996305372,Computer Science,1,1,0,1,1,P
392,Bronx,25.82949445107884,2.9417354278759102,-0.3223218670476271,Computer Science,1,1,1,0,0,P
393,Outside NYC,22.685941694239002,2.87550015893196,-1.6930335257311295,Computer Information Systems,0,1,0,0,1,P
394,Manhattan,19.513895294327927,3.4040250346465526,13.945262707204916,Computer Information Systems,1,1,1,0,0,P
395,Queens,14.282476651301316,2.481227826487925,6.532980917389841,Computer Information Systems,0,0,1,0,1,P
396,Bronx,19.513731706292063,3.36495040111115,2.5989366573872132,Computer Information Systems,1,1,1,0,1,P
397,Outside NYC,21.14224275766573,3.3841187942592628,-3.2338654032109435,Computer Information Systems,1,0,1,1,0,P
398,Brooklyn,23.297785349935435,2.400226140453977,11.021627585039912,Computer Information Systems,0,0,0,1,1,P
399,Manhattan,23.355049569663265,2.869387844893714,7.274062213148426,Computer Information Systems,0,0,1,0,1,P
400,Outside NYC,21.894908755323307,2.8961639080706907,13.900985868161225,Computer Information Systems,1,0,0,1,0,P
401,Brooklyn,19.53040537368183,2.119542858287124,10.95239773291275,Computer Science,1,0,0,1,1,P
402,Manhattan,22.97687651567068,3.308658090223933,4.8809548478257705,Computer Information Systems,0,0,1,0,1,P
403,Outside NYC,22.45943522557279,2.8284947544971675,7.854905606519631,Computer Information Systems,1,1,0,0,1,P
404,Queens,27.185003734734945,2.600610570193595,4.992975350207835,Computer Information Systems,1,1,0,1,1,P
405,Outside NYC,17.660462675312928,2.8055154885539864,-0.13894396585827895,Computer Information Systems,1,0,0,1,0,P
406,Outside NYC,17.708967222669962,3.5437018415979726,0.4790989475816172,Computer Science,1,0,0,0,1,P
407,Staten Island,21.83539870763345,2.948731913602191,15.431050827112621,Computer Information Systems,0,1,0,1,0,P
408,Outside NYC,20.929992617701224,3.8821905588821575,-3.201902617326695,Computer Science,0,0,0,1,0,P
409,Outside NYC,23.53181182731623,3.6957569539325608,14.02113993635211,Computer Information Systems,1,1,1,1,1,P
410,Outside NYC,24.38474935444429,3.978450271956614,3.678993760259779,Computer Information Systems,1,1,0,1,0,P
411,Bronx,20.35028121447011,3.5598501886956258,7.950984261731678,Computer Science,0,1,0,0,1,P
412,Queens,17.708610750626843,3.6454639649456855,4.287462385046128,Computer Information Systems,1,0,0,1,0,P
413,Outside NYC,30.586450837110043,3.1319259775102735,8.532421671439767,Computer Information Systems,0,0,0,1,1,P
414,Outside NYC,27.031880203000714,3.2032635918930867,3.1785738605879166,Computer Information Systems,1,1,1,0,0,P
415,Brooklyn,25.451230694589796,3.6049339524272495,5.481031442309241,Computer Information Systems,1,1,1,1,0,P
416,Outside NYC,20.75701346367226,2.543338315664767,5.13295729167406,Computer Information Systems,1,1,1,0,0,P
