index,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
6505,Brooklyn,24.07084807201416,3.026768520667228,4,Computer Information Systems,1,0,1,1,0,P
14568,Brooklyn,23.98283438361802,3.225675174365516,5,Computer Information Systems,1,1,1,0,0,DWFI
12963,Queens,20.91795276793132,2.466803150797184,1,Computer Information Systems,1,1,1,0,1,P
11822,Manhattan,25.67984203022848,2.739315146132792,3,Computer Information Systems,1,1,0,1,1,P
10756,Outside NYC,22.76954046162791,2.950190673090469,14,Computer Science,1,1,1,1,0,DWFI
8973,Manhattan,23.854516066825123,2.535642564508923,2,Computer Science,1,1,0,0,1,P
14504,Outside NYC,23.118409693636696,3.635031277253864,2,Computer Information Systems,1,1,0,0,1,P
11947,Outside NYC,23.980982727006104,3.0839743293322277,3,Computer Information Systems,0,1,1,0,0,P
13818,Outside NYC,22.035106815597736,2.536234672211589,14,Computer Science,0,1,1,1,1,DWFI
8271,Outside NYC,26.595005849980858,3.929197854072585,5,Computer Science,1,1,1,1,1,P
14162,Outside NYC,29.20495611835313,3.241837026663214,2,Computer Science,0,0,1,0,1,P
6710,Outside NYC,18.91593684495744,3.1880667161256104,3,Computer Information Systems,1,0,0,0,1,P
11249,Manhattan,26.678330794871712,3.3648217945652847,15,Computer Science,1,1,1,1,0,DWFI
10600,Queens,16.645027184760526,2.3228846277576296,16,Computer Information Systems,0,1,1,0,1,DWFI
135,Outside NYC,17.06802963594037,3.008309690804031,2,Computer Science,1,0,1,0,1,P
12614,Outside NYC,17.56153634734514,3.2912485110311867,6,Computer Information Systems,1,1,1,1,0,P
6023,Outside NYC,25.68394559729213,2.602441610132606,6,Computer Science,0,1,1,1,1,DWFI
3901,Manhattan,22.651426676046118,3.3100609407264594,0,Computer Information Systems,1,0,0,1,0,P
2590,Outside NYC,23.146755411267275,3.2526865648532524,3,Computer Information Systems,0,1,0,1,1,P
4169,Bronx,28.345309169239396,2.557747023821694,16,Computer Information Systems,1,0,1,1,1,DWFI
180,Outside NYC,17.8182087576742,3.063594502788482,6,Computer Science,0,0,0,0,1,P
5190,Queens,24.986511796545862,2.130762518208768,13,Computer Science,1,1,1,0,0,DWFI
9206,Outside NYC,17.115218282867005,2.3838422951410507,1,Computer Information Systems,1,0,1,0,0,P
812,Bronx,23.37119411694946,2.7027335067838645,1,Computer Science,1,0,1,0,0,P
607,Outside NYC,22.03093431344876,2.542728626267185,0,Computer Information Systems,1,1,1,0,1,P
11694,Manhattan,33.4473776951135,2.6610886401926197,13,Computer Science,1,1,1,1,1,DWFI
570,Queens,22.380414189295745,3.6482837234210654,4,Computer Science,1,1,0,0,1,P
15227,Brooklyn,23.50588586367232,3.0638716089542037,2,Computer Information Systems,1,0,1,0,0,P
98,Queens,24.206817019959416,2.582993703200148,4,Computer Information Systems,0,1,0,0,0,P
15007,Outside NYC,25.618402165881445,3.2847981605040784,6,Computer Science,0,1,1,1,0,DWFI
99,Outside NYC,27.79231109575469,2.9672418122121917,5,Computer Information Systems,1,1,1,0,0,P
16876,Brooklyn,16.269845007119052,2.792427721536452,3,Computer Information Systems,1,0,0,0,1,P
3101,Staten Island,22.64876170740432,2.7259067805991832,1,Computer Information Systems,1,0,1,0,1,P
7549,Queens,23.382366367280916,2.697601190353486,6,Computer Information Systems,1,1,0,1,0,DWFI
5621,Outside NYC,22.922839285458004,3.3779539038918025,3,Computer Information Systems,1,0,1,0,0,P
16332,Manhattan,21.6898477190832,2.9229612492157626,7,Computer Science,1,1,0,1,0,DWFI
14491,Staten Island,22.951334706263584,3.54912289121491,10,Computer Science,0,1,0,1,1,DWFI
2441,Manhattan,24.74082416870996,2.647080633111248,5,Computer Information Systems,1,1,0,1,0,P
11053,Manhattan,22.56843695920928,1.7033906277761048,12,Computer Information Systems,1,1,0,1,1,DWFI
13057,Brooklyn,29.297646881803168,3.2110317537541,7,Computer Information Systems,0,1,1,0,1,P
3884,Manhattan,15.505895914282826,3.9321226097057833,3,Computer Information Systems,0,1,0,0,0,P
7245,Outside NYC,25.041058042571585,3.617986415295628,8,Computer Science,1,0,1,1,1,DWFI
6925,Queens,29.5311600332219,3.0976780826957846,3,Computer Information Systems,1,0,1,0,1,P
7886,Brooklyn,24.37338888468302,3.7242860520451897,3,Computer Information Systems,1,1,1,0,1,P
5518,Outside NYC,22.184612923317317,2.765713273592304,20,Computer Science,0,1,1,0,1,DWFI
10416,Outside NYC,19.532118869664902,3.0564520546088896,14,Computer Science,1,0,1,1,0,DWFI
11252,Manhattan,20.87849383805474,3.542865926799428,4,Computer Information Systems,1,0,1,0,1,P
653,Queens,18.487005706558957,3.275133359363483,4,Computer Science,0,1,0,1,1,P
9147,Brooklyn,27.57450897162549,3.090645275958146,12,Computer Science,1,1,0,1,1,DWFI
1545,Outside NYC,22.92811855475897,3.216399667661532,2,Computer Science,0,1,1,1,1,P
7211,Bronx,22.13285736291019,3.5455490344732032,1,Computer Information Systems,1,1,1,0,0,P
7258,Outside NYC,21.26564215153949,1.929748965544341,14,Computer Science,1,0,0,1,1,DWFI
11555,Outside NYC,26.523808511395927,3.733445343941948,20,Computer Information Systems,1,0,0,0,0,DWFI
13221,Staten Island,26.550666198528543,3.597602441703727,10,Computer Science,0,1,1,1,1,DWFI
9563,Outside NYC,32.249254286946154,3.9475487395310456,4,Computer Information Systems,0,1,1,1,0,P
7967,Outside NYC,29.49847065951053,2.6547111738458598,12,Computer Information Systems,1,1,1,1,0,DWFI
9397,Manhattan,27.004377079562666,3.022460922724389,1,Computer Information Systems,1,1,0,1,0,P
4447,Bronx,24.1317130070701,3.2054326175614327,11,Computer Information Systems,1,1,1,1,1,DWFI
14576,Outside NYC,23.97144664728387,2.7676926098258425,11,Computer Science,0,1,1,0,0,DWFI
2840,Outside NYC,19.974639682976388,3.011591323821888,2,Computer Information Systems,1,1,0,1,1,P
13249,Queens,29.75368344956928,3.789847338070573,1,Computer Information Systems,1,1,1,0,0,P
1831,Manhattan,25.109476603738702,2.6679511649877883,3,Computer Information Systems,1,1,1,1,0,P
11406,Outside NYC,28.850687754289016,3.4646121865996578,5,Computer Information Systems,1,0,0,1,1,P
4610,Outside NYC,26.04489432208097,2.712262294942979,3,Computer Information Systems,1,0,0,1,1,P
16577,Outside NYC,26.659799446788654,2.117773613393876,13,Computer Information Systems,1,1,1,1,1,DWFI
880,Bronx,28.06835062519772,2.8963604207101965,3,Computer Information Systems,1,1,1,1,1,P
13382,Brooklyn,24.55872150310716,2.3668884463056687,7,Computer Information Systems,0,0,1,0,0,P
15082,Outside NYC,19.88600324384076,3.0348346191566606,2,Computer Information Systems,1,1,0,0,1,P
13240,Outside NYC,22.498561682424977,3.167229923604105,15,Computer Science,1,1,1,1,0,DWFI
6798,Manhattan,28.23451386419791,3.277420264132576,1,Computer Information Systems,1,1,1,0,0,P
2464,Bronx,27.941746115235485,3.205284528331417,5,Computer Information Systems,0,0,1,0,0,P
4886,Brooklyn,32.45768035235309,3.1112047183197737,7,Computer Science,1,0,0,0,1,P
14105,Outside NYC,22.48458521128108,3.4097798011085967,3,Computer Information Systems,1,1,1,0,0,P
5102,Queens,23.1645994088078,2.325996713798495,16,Computer Science,0,1,0,1,1,DWFI
14639,Outside NYC,24.416002462809296,2.43495761451268,13,Computer Information Systems,1,1,1,1,0,DWFI
4300,Bronx,22.23831605673889,2.432269993961905,5,Computer Science,0,1,0,0,0,P
11614,Brooklyn,21.555510528008632,2.0587440839576168,8,Computer Science,1,1,1,1,0,DWFI
8844,Staten Island,16.59216190136441,3.519403771736478,17,Computer Information Systems,0,1,0,1,1,DWFI
9845,Outside NYC,18.96610455418732,3.373108334543612,10,Computer Information Systems,0,0,1,1,0,DWFI
6287,Outside NYC,25.23032589076693,2.419512643712178,15,Computer Information Systems,0,1,1,1,1,DWFI
7834,Manhattan,24.04542371678812,3.1174731460859486,3,Computer Science,1,0,1,1,0,P
6260,Outside NYC,21.1289151885783,2.247607252083625,21,Computer Information Systems,0,1,0,1,1,DWFI
5240,Bronx,20.69703336409044,3.498294363087953,3,Computer Information Systems,0,1,0,1,0,P
134,Outside NYC,24.215847481080942,2.6013766051022142,2,Computer Information Systems,0,0,0,1,1,P
4009,Brooklyn,23.32505725736084,2.364482905717042,3,Computer Information Systems,1,1,1,1,1,P
5287,Manhattan,26.050436322026982,3.948990081129759,1,Computer Information Systems,1,1,0,0,1,P
14150,Queens,28.822844203673547,3.733786711794629,1,Computer Science,1,1,1,1,1,P
5511,Bronx,17.879743486781074,3.1193567307423726,3,Computer Information Systems,0,1,1,0,0,P
16283,Outside NYC,23.98679590650912,3.2327148306961986,2,Computer Science,1,0,0,1,1,P
16974,Outside NYC,21.519946339228152,3.3574100146378774,18,Computer Information Systems,1,1,1,1,0,DWFI
10849,Queens,19.809475849941933,3.529519564436068,1,Computer Information Systems,1,0,1,0,1,P
14434,Manhattan,22.72190463290803,2.098079703280134,24,Computer Science,0,0,1,1,1,DWFI
12740,Brooklyn,19.42536338286373,3.146933782091943,17,Computer Information Systems,0,1,1,1,1,DWFI
5823,Manhattan,19.17835206795268,2.9190034794006023,14,Computer Information Systems,0,1,1,1,1,DWFI
4514,Queens,22.94619853211267,2.80243862592484,17,Computer Science,1,0,0,1,0,DWFI
14367,Brooklyn,25.08161313159273,3.329948237489889,12,Computer Information Systems,0,1,0,1,0,DWFI
3740,Manhattan,28.118663933881397,4.336337392095073,1,Computer Information Systems,0,0,0,0,0,P
7148,Manhattan,22.56609643784146,4.109810466247087,1,Computer Information Systems,1,1,1,0,1,P
13417,Manhattan,24.920498387735364,2.9941298265984218,3,Computer Information Systems,0,1,1,0,0,P
12630,Manhattan,17.217403103538388,3.393955509239164,3,Computer Information Systems,1,0,0,1,1,P
10751,Staten Island,17.338935105408673,2.949758265776717,14,Computer Science,1,1,1,0,0,DWFI
9959,Queens,30.805780465311454,3.992661488021149,3,Computer Information Systems,0,1,1,1,0,P
16844,Bronx,15.92867556593077,2.491857240852397,13,Computer Science,0,1,1,1,1,DWFI
16058,Outside NYC,24.27784928747503,3.101962857372834,14,Computer Information Systems,1,1,0,1,1,DWFI
911,Queens,20.44413899667396,2.6831017578642284,6,Computer Information Systems,1,1,1,0,0,P
8420,Outside NYC,25.765871446889147,4.038217672807887,2,Computer Information Systems,0,0,0,0,0,P
7966,Outside NYC,16.47351435720223,2.6688280993947693,13,Computer Science,1,1,0,0,0,DWFI
6371,Queens,26.951226706330115,3.116604033733485,3,Computer Information Systems,1,0,0,1,0,P
2806,Brooklyn,20.33404782104281,3.1396782189393218,4,Computer Science,1,0,1,0,0,P
4139,Outside NYC,27.535867452802723,3.8748050166430215,2,Computer Information Systems,0,0,1,0,0,P
445,Outside NYC,25.849573285094912,4.142449232180039,3,Computer Information Systems,1,0,1,0,0,P
13201,Bronx,20.65847153998547,3.293417359800158,5,Computer Information Systems,1,1,1,0,0,P
3959,Bronx,22.480455610370925,2.408619985427792,1,Computer Information Systems,0,0,1,1,1,P
14588,Bronx,22.877355858635696,2.5786186848065085,2,Computer Science,0,0,1,1,1,P
8180,Brooklyn,20.999056782388585,2.805730711639617,10,Computer Information Systems,0,1,1,0,0,DWFI
1417,Brooklyn,23.14137089577081,2.2435358833810093,2,Computer Information Systems,0,0,0,0,0,P
7067,Outside NYC,20.449617825082463,3.408412086412792,16,Computer Science,0,0,1,0,1,DWFI
10103,Bronx,21.70687434749278,2.856280813747293,14,Computer Information Systems,0,1,1,1,1,DWFI
1517,Bronx,24.320858819692635,2.726697997668368,2,Computer Information Systems,0,0,0,0,1,P
2118,Brooklyn,15.203268985446917,2.8993330308342147,2,Computer Information Systems,1,1,1,0,0,P
5892,Bronx,23.75336862986081,3.388572277971924,1,Computer Information Systems,1,0,0,1,0,P
2676,Brooklyn,21.867862789269264,3.0396935936045306,7,Computer Information Systems,0,1,1,0,0,P
14356,Bronx,18.91623268183716,3.6558414849779215,15,Computer Information Systems,0,1,1,1,0,DWFI
10484,Manhattan,20.40885057437813,3.2916102916522507,12,Computer Science,0,1,1,1,1,DWFI
9555,Brooklyn,24.49324111630748,3.1416869310943287,11,Computer Information Systems,0,1,0,1,1,DWFI
8913,Outside NYC,28.569312607314764,2.5967538646624257,3,Computer Science,1,0,1,0,0,P
11507,Outside NYC,26.657853112306977,2.758491071009249,7,Computer Information Systems,0,1,0,1,0,DWFI
319,Outside NYC,20.415860559453392,4.338453602006464,4,Computer Information Systems,1,1,1,1,0,P
1270,Queens,27.10638400270755,2.755049258227008,4,Computer Information Systems,1,0,0,1,0,P
12066,Bronx,21.054996795591816,2.9461379972171318,13,Computer Science,1,0,0,1,1,DWFI
1871,Outside NYC,25.975279856746937,3.668607027908197,3,Computer Science,0,1,1,1,1,P
92,Queens,22.38000864287553,2.51121646040314,1,Computer Information Systems,1,0,1,0,0,P
15286,Brooklyn,18.20159667894201,2.6281280145961685,18,Computer Science,1,1,0,1,1,DWFI
1800,Brooklyn,22.60328650645882,2.603675051446024,2,Computer Information Systems,1,1,1,1,0,P
15881,Brooklyn,28.546388670745905,3.818848924258056,3,Computer Science,1,1,1,0,0,P
415,Brooklyn,22.70334435590608,3.0841933023688983,6,Computer Science,1,1,1,0,1,P
3703,Outside NYC,18.327225497641574,2.0744355361675844,3,Computer Information Systems,1,0,0,0,0,P
423,Outside NYC,22.36995278175987,3.150259526967213,4,Computer Information Systems,0,0,1,0,0,P
9956,Queens,21.04716721021884,3.170587190940481,11,Computer Information Systems,1,1,1,1,1,DWFI
12516,Queens,33.47893668859432,3.2019343610437025,3,Computer Information Systems,1,0,0,0,0,P
14748,Bronx,21.2034015098836,3.207150380407222,4,Computer Information Systems,1,1,1,0,0,P
16872,Brooklyn,20.082005477413627,2.199793133000805,7,Computer Science,1,1,1,0,1,DWFI
1297,Outside NYC,24.14814706278992,3.022780783871374,4,Computer Science,1,0,1,1,1,P
12779,Outside NYC,29.863774218987224,3.702760463205486,2,Computer Information Systems,1,1,1,0,0,P
6415,Manhattan,18.718035981778826,2.316883449932042,22,Computer Science,0,1,1,0,0,DWFI
4644,Manhattan,22.744256860434984,3.863542778956556,4,Computer Information Systems,0,0,1,0,1,P
12114,Brooklyn,22.34222952462084,2.3557203611013566,17,Computer Science,1,1,0,1,1,DWFI
14524,Queens,20.34966932469093,3.6852735440661695,5,Computer Information Systems,0,1,1,0,1,P
5068,Outside NYC,28.102609790892387,2.154273942628142,11,Computer Information Systems,1,1,1,0,0,DWFI
3738,Brooklyn,28.237350625108142,3.2011001451342094,7,Computer Science,1,1,1,0,1,P
16949,Outside NYC,19.480839587944423,3.574373287482277,16,Computer Information Systems,0,1,1,1,1,DWFI
6674,Brooklyn,23.02995930325484,3.28759751131526,15,Computer Science,1,1,1,0,1,DWFI
14208,Brooklyn,24.65276494669969,1.974229397721728,11,Computer Science,0,1,1,1,1,DWFI
13651,Brooklyn,27.857973123418056,3.2612063696655977,5,Computer Science,0,1,1,0,0,P
5269,Brooklyn,30.87075691779868,4.094369601554291,3,Computer Science,1,1,1,0,0,P
12032,Outside NYC,25.66580455027064,2.7399808190951003,1,Computer Information Systems,0,1,1,0,1,P
12167,Queens,22.58044710548778,3.359381947578404,5,Computer Science,1,1,1,1,1,P
13410,Bronx,31.131651581127837,2.990345441557924,0,Computer Information Systems,1,1,1,1,0,P
11013,Brooklyn,21.714239860075025,2.9961763414645595,0,Computer Information Systems,1,1,1,0,1,P
6648,Queens,21.378897027554395,2.7262680930425995,4,Computer Information Systems,1,0,0,0,1,P
3041,Outside NYC,22.520363184710607,2.601047787454311,8,Computer Science,1,0,1,1,1,P
13886,Queens,22.4186247541552,3.3327910760562776,5,Computer Information Systems,1,0,1,0,1,P
5968,Queens,23.574324165447347,2.354609504572922,14,Computer Science,0,1,0,1,1,DWFI
11662,Queens,23.859577378444087,3.2842556880173195,2,Computer Science,1,0,1,1,0,P
14934,Bronx,23.454839213416683,2.844401342074029,14,Computer Information Systems,1,0,1,1,0,DWFI
12104,Queens,23.53656066185225,2.677426789538164,15,Computer Information Systems,1,1,1,1,1,DWFI
6326,Bronx,24.50374476935398,2.801349756141828,16,Computer Information Systems,0,1,1,1,1,DWFI
621,Outside NYC,24.993126525008456,3.7215165300867152,4,Computer Information Systems,1,0,1,0,0,P
7975,Manhattan,29.05617078085279,3.019805516230452,3,Computer Science,1,0,1,0,1,P
14300,Outside NYC,26.360312761536733,1.8125604003916336,13,Computer Information Systems,1,0,0,1,0,DWFI
575,Manhattan,21.568028080804392,2.515910518117716,5,Computer Information Systems,1,1,1,0,1,P
7684,Staten Island,21.85794035422728,3.22097209322503,5,Computer Information Systems,1,1,1,1,0,P
7754,Outside NYC,17.871143422271572,2.444338954400289,3,Computer Information Systems,1,0,1,0,0,P
848,Brooklyn,18.844654764577463,2.9938211472856064,2,Computer Science,0,1,1,0,0,P
5391,Outside NYC,22.943272441713663,1.8594538174374284,13,Computer Science,1,1,1,1,1,DWFI
5612,Outside NYC,25.35054835231933,2.4441716327252223,20,Computer Information Systems,1,0,0,1,1,DWFI
4816,Brooklyn,19.21986657964044,2.670540246880513,2,Computer Science,0,1,1,1,0,P
11598,Queens,18.72465452284863,3.9766259569641713,8,Computer Information Systems,1,1,1,0,1,P
16723,Brooklyn,31.79765720535664,2.7233597367073,2,Computer Science,1,1,0,0,1,P
16419,Bronx,19.704748587972173,3.312223670424449,11,Computer Science,1,0,0,1,1,DWFI
2095,Queens,22.78010316104869,2.8748820421272137,4,Computer Information Systems,0,0,0,0,0,P
3311,Bronx,21.351324871812917,3.597322109314014,6,Computer Science,1,0,1,1,1,P
5734,Outside NYC,22.56897276523668,3.0916617781577007,4,Computer Information Systems,1,0,0,1,0,P
3295,Bronx,31.577709366660027,3.348650234058051,3,Computer Information Systems,1,1,1,1,0,P
8340,Brooklyn,16.91184903684556,4.065560203388526,3,Computer Information Systems,1,1,1,1,0,P
13243,Brooklyn,21.25333037457863,4.039991869817445,3,Computer Information Systems,1,1,0,0,1,P
5600,Outside NYC,23.971579882137902,2.6775159398591803,18,Computer Information Systems,1,1,1,1,1,DWFI
783,Outside NYC,23.143645284206784,2.6501441191614066,1,Computer Information Systems,1,1,1,0,0,P
12439,Manhattan,28.03412603908379,3.1238116429267304,25,Computer Information Systems,1,0,0,1,0,DWFI
13776,Outside NYC,22.46686807093659,2.602770266975567,19,Computer Information Systems,0,1,1,0,1,DWFI
11327,Queens,30.18230649151467,3.3823147169367545,4,Computer Information Systems,0,1,1,0,0,P
6008,Outside NYC,13.515965484755014,3.3122217860993963,12,Computer Information Systems,0,1,1,1,1,DWFI
14486,Queens,28.436858702986843,3.078931348723736,2,Computer Information Systems,0,0,0,1,1,P
3097,Outside NYC,22.352619350754352,3.957152260481318,4,Computer Science,1,1,0,0,0,P
9457,Outside NYC,15.903596819412492,2.793053258940295,16,Computer Information Systems,0,1,1,1,1,DWFI
11878,Manhattan,17.17701132714706,2.810352354029844,7,Computer Science,0,1,0,1,0,DWFI
4847,Brooklyn,24.559004371697945,2.569178454039492,1,Computer Science,0,1,0,0,1,P
2250,Outside NYC,22.62436271943253,3.399403440255317,3,Computer Information Systems,1,0,1,1,1,P
8102,Outside NYC,24.22842174787748,2.3736805222628514,12,Computer Information Systems,1,1,1,1,1,DWFI
10487,Outside NYC,24.8019133245444,2.500296755614652,8,Computer Information Systems,1,1,1,1,0,DWFI
11256,Outside NYC,16.72403091215242,2.215219030725097,16,Computer Information Systems,1,1,1,1,1,DWFI
4359,Bronx,24.00442164608133,1.7612651486269577,9,Computer Information Systems,1,1,0,1,1,DWFI
